question_idx,question,answer,context,title,keyword,topic,article_url,author,author_url
drug_3834,Tỉ lệ liều dùng thuốc Atorpa-E đối với bệnh nhân tăng cholesterol máu và/hoặc bệnh nhân có bệnh mạch vành là bao nhiêu?,Tỉ lệ liều dùng Atorpa-E cho bệnh nhân tăng mỡ và/hoặc có bệnh mạch vành dao động từ 10/10 mg đến 80/10 mg một ngày.,"Liều dùng thông thường trong trường hợp tăng cholesterol máu và/hoặc bệnh nhân có bệnh mạch vành:1 - Liều của Atorpa-E là 10/10 mg một ngày – 80/10mg một ngày. Vì thuốc là viên phối hợp, nên không phải tất cả các liều đều có sẵn.
- Liều thường dùng là 10/10mg 1 lần/ngày.
- Liều dùng sẽ được cụ thể hóa cho từng bệnh nhân dựa trên hiệu quả của các xét nghiệm cũng như đáp ứng với liệu pháp điều trị.",Liều dùng cho từng đối tượng - Bệnh nhân tăng cholesterol máu (nguyên phát và tăng có tính gia đình dị hợp tử),Atorpa-E,2,https://youmed.vn/tin-tuc/atorpa-e/,Dược sĩ Trần Việt Linh,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-viet-linh/
drug_261,Nên làm gì nếu nghi ngờ bị dị ứng với thuốc Aceclofenac STADA?,"Nếu nghi ngờ bị dị ứng với thuốc Aceclofenac STADA, hãy ngừng dùng thuốc và đến gặp bác sĩ để được tư vấn và điều trị kịp thời.","- Người bệnh dị ứng với Aceclofenac hoặc dị ứng với bất kỳ thành phần nào có trong công thức của thuốc.
- Các đối tượng đã từng bị loét tiêu hóa tiến triển trước đó hoặc nghi ngờ có loét tiêu hóa hoặc xuất huyết tiêu hóa.
- Không dùng thuốc Aceclofenac trên các đối tượng bị suy thận mức độ vừa đến nặng.",Không nên dùng thuốc Aceclofenac STADA nếu,Aceclofenac,2,https://youmed.vn/tin-tuc/thuoc-aceclofenac-stada-trong-giam-dau-khang-viem-va-nhung-luu-y/,Dược sĩ Nguyễn Ngọc Cẩm Tiên,https://youmed.vn/tin-tuc/bac-si/duoc-si-nguyen-ngoc-cam-tien/
drug_4924,"Trong quá trình sử dụng Barudon, nếu có bất kỳ phản ứng phụ nào thì người dùng cần làm gì?","Trong quá trình sử dụng Barudon, nếu có bất kỳ phản ứng phụ nào thì người dùng cần liên hệ với cơ sở y tế để được thăm khám cụ thể.","Tác dụng phụ có thể gặp phải khi sử dụng Barudon ghi nhận bao gồm:1 - Tiêu chảy, táo bón, chướng bụng.
- Ngứa da và tê.
- Chóng mặt, uể oải, nhức đầu.
- Thiếu hụt phosphat. Trong quá trình sử dụng thuốc này, nếu có xảy ra bất kỳ phản ứng phụ nào thì người dùng cần liên hệ với cơ sở y tế để được thăm khám cụ thể.",Tác dụng phụ,Barudon,2,https://youmed.vn/tin-tuc/barudon/,Dược sĩ Trần Việt Linh,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-viet-linh/
drug_1508,Sử dụng Aldactone (spironolactone) ở bệnh nhân mẫn cảm với spironolactone sẽ gây ra tác hại gì?,"Ở những bệnh nhân mẫn cảm với spironolactone, thuốc này có thể gây ra các phản ứng dị ứng nghiêm trọng, có thể mengan dọa tính mạng.","Chống chỉ định việc dùng thuốc Aldactone (spironolactone) ở bệnh nhân: - Bệnh Addison.
- Tăng Kali huyết.
- Mẫn cảm với spironolactone.
- Suy thận cấp tính, tổn thương thận, vô niệu.",Chống chỉ định của Aldactone (spironolactone),Aldactone,2,https://youmed.vn/tin-tuc/thuoc-aldactone-spironolactone/,Dược sĩ Phạm Chí Khang,https://youmed.vn/tin-tuc/bac-si/duoc-si-pham-chi-khang/
drug_7191,"Nếu tôi quên uống một liều Cardilopin, tôi nên làm gì?","Bạn nên dùng bổ sung ngay khi nhớ ra, trường hợp nhớ ra trễ hơn 12 giờ so với giờ dùng thuốc hàng ngày, hãy bỏ qua liều đã quên và không dùng thêm thuốc để bù khi dùng liều tiếp theo.","Khi quên liều, dùng bổ sung ngay khi nhớ ra. Trường hợp nhớ ra trễ hơn 12 giờ so với giờ dùng thuốc hàng ngày, bỏ qua liều quên và không dùng thêm thuốc để bù khi dùng liều tiếp theo.",Xử lý khi quên liều,Cardilopin,2,https://youmed.vn/tin-tuc/cardilopin/,Dược sĩ Trần Việt Linh,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-viet-linh/
drug_8244,"Đối với trẻ em, cần chú ý gì khi sử dụng thuốc Cilzec?","Độ hiệu quả, an toàn của thuốc trên trẻ em chưa được làm rõ. Do đó, chỉ sử dụng thuốc cho trẻ em khi có sự chỉ định của bác sĩ.","Các đối tượng sau đây cần thận trọng khi dùng thuốc:1 - Suy chức năng gan: bệnh nhân bị tắc nghẽn mật hoặc suy chức năng gan cần thận trọng khi sử dụng vì telmisartan thải trừ qua mật là chủ yếu.
- Suy chức năng thận: Thuốc có tác dụng ức chế hệ thống renin- angiotensin-aldosterone, nên có thể làm thay đổi chức năng thận ở những bệnh nhân nhạy cảm.
- Thiểu niệu, urê huyết tiến triển, suy thận cấp (hiếm khi), tử vong (hiếm khi): ở những bệnh nhân có chức năng thận phụ thuộc vào hoạt động của hệ thống renin – angiotensin – aldosterone.
- Cần thận trọng và phải theo dõi chặt chẽ chức năng thận khi sử dụng thuốc có cơ chế giống telmisartan: là thuốc có tác dụng ức chế hệ thống renine-angiotensine-aldosterone, thì đã có báo cáo về những trường hợp làm thay đổi chức năng thận (kể cả suy thận cấp). (Ví dụ phối hợp thuốc ức chế men chuyển và thuốc đối kháng thụ thể angiotensin II).
- Độ hiệu quả, an toàn của thuốc trên trẻ em chưa được làm rõ. Do đó, chỉ sử dụng thuốc cho trẻ em khi có sự chỉ định của bác sĩ.",Đối tượng cần thận trọng,Cilzec,2,https://youmed.vn/tin-tuc/cilzec/,Dược sĩ Dương Thị Kim Ngân,https://youmed.vn/tin-tuc/bac-si/duoc-si-duong-thi-kim-ngan/
drug_3528,Atarax tương tác với thuốc nào?,"Atarax tương tác với các thuốc như epinephrin, barbiturat, thuốc an thần khác, droperidol, pramlintid, thuốc gây tê mê, rượu, các chất ức chế acetylcholinesterase, chất giảm đau và các thuốc opiat.","- Epinephrin (adrenalin)
- Droperidol, methotrimeprazin, pramlintid.
- Amphetamin, các chất ức chế acetylcholinesterase.
- Thuốc kháng acetylcholin khác, có thể tăng thêm tác dụng
- Các thuốc opiat, giảm đau, barbiturat, thuốc an thần khác, các thuốc gây tê mê hoặc rượu. Nếu cần thiết phải dùng một thuốc co mạch thì phải dùng noradrenalin hoặc metaraminol, không được dùng epinephrin cho người đang dùng Atarax.",Tương tác thuốc với Atarax (hydroxyzine hydrochloride),Atarax,2,https://youmed.vn/tin-tuc/thuoc-atarax-hydroxyzine-hydrochloride/,Dược sĩ Nguyễn Ngọc Cẩm Tiên,https://youmed.vn/tin-tuc/bac-si/duoc-si-nguyen-ngoc-cam-tien/
drug_8923,Những điều kiện nào cần thiết để bảo quản thuốc Comozol tốt nhất?,"Bạn cần tránh ánh sáng, bảo quản nơi khô mát và giữ thuốc ở nhiệt độ dưới 30°C để bảo quản thuốc Comozol tốt nhất.","- Tránh ánh sáng và bảo quản nơi khô mát.
- Nhiệt độ dưới 30°C.",Cách bảo quản thuốc,Comozol,2,https://youmed.vn/tin-tuc/comozol/,Dược sĩ Trần Việt Linh,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-viet-linh/
drug_2359,Phải làm gì khi xuất hiện triệu chứng bất thường khi sử dụng thuốc Amitriptylin?,Cần gọi ngay cho bác sĩ để được xử trí và hỗ trợ kịp thời.,"- Để thuốc tránh xa tầm tay của trẻ em và thú cưng trong nhà.
- Bảo quản thuốc ở nơi khô ráo thoáng mát. Tránh tiếp xúc trực tiếp với ánh sáng hoặc để thuốc ở những nơi ẩm ướt.
- Nhiệt độ bảo quản tốt nhất là từ 15 – 30 ºC.
- Thông tin hạn dùng được trình bày đầy đủ trên bao bì sản phẩm. Do đó, hãy kiểm tra cẩn thận thông tin và không nên dùng nếu thuốc đã hết hạn. Bên trên là những thông tin sử dụng thuốc trầm cảm Amitriptylin. Hãy gọi ngay cho bác sĩ nếu xuất hiện bất kỳ một triệu chứng nào bất thường để có thể được xử trí và hỗ trợ kịp thời nhé!",Cách bảo quản,Amitriptylin,2,https://youmed.vn/tin-tuc/thuoc-amitriptylin/,Dược sĩ Nguyễn Ngọc Cẩm Tiên,https://youmed.vn/tin-tuc/bac-si/duoc-si-nguyen-ngoc-cam-tien/
drug_9179,"Nên lưu ý gì khi sử dụng thuốc Coversyl Plus với những người bị suy gan, suy thận?","Thận trọng dùng thuốc Coversyl Plus ở người suy gan, suy thận.","- Thông thường không khuyên cáo sử dụng kết hợp perindopril và thuốc lợi tiêu giữ kali.
- Không dùng thuốc với một số đối tượng như phụ nữ có kế hoạch mang thai, phụ nữ mang thai. Chỉ dùng khi thật cần thiết.
- Thận trọng dùng ở người suy gan, suy thận.
- Ngưng thuốc nếu gây ra bệnh não do gan, xảy ra tình trạng nhạy cảm ánh sáng. Nếu buộc phải dùng thuốc cần có các biện pháp bảo vệ da trước ánh nắng mặt trời hoặc dưới tia UVA nhân tạo.
- Các vận động viên cần lưu ý rằng sản phẩm này chưa thành phần có thể gây kết quả dương tính với xét nghiệm doping.",Những điều bạn cần lưu ý khi dùng thuốc,Coversyl Plus,2,https://youmed.vn/tin-tuc/thuoc-coversyl-plus-cong-dung-cach-dung-va-nhung-dieu-ban-can-quan-tam/,ThS.DS Trương Văn Đạt,https://youmed.vn/tin-tuc/bac-si/thac-si-duoc-hoc-truong-van-dat/
drug_3124,Thuốc Argide được sử dụng trong những trường hợp nào khác?,Thuốc Argide hỗ trợ điều trị các chứng rối loạn khó tiêu và hỗ trợ các bệnh lý về gan.,"Thuốc Argide có những tác dụng sau đây:1 - Điều trị bệnh lý tăng Amoniac máu ở bệnh nhân thiếu Enzyme chuyển hoá trong chu trình Ure.
- Điều trị dài ngày cho bệnh nhân có nồng độ Amoniac cao do máu bị Citrulin, Argininosuccinic aciduria niệu.
- Hỗ trợ điều trị các chứng rối loạn khó tiêu.
- Hỗ trợ các bệnh lý về gan.",Tác dụng của thuốc Argide,Argide,2,https://youmed.vn/tin-tuc/argide/,Dược sĩ Lương Triệu Vĩ,https://youmed.vn/tin-tuc/bac-si/duoc-si-luong-trieu-vi/
drug_9616,Thuốc Depakin (valproic acid) có thể gây ra tác dụng phụ gì ở người cao tuổi?,Thuốc Depakin (valproic acid) có thể gây ra tác dụng phụ buồn ngủ ở người cao tuổi.,"Những thận trọng khi dùng thuốc Depakin trong các trường hợp: - Nhiễm độc gan
- Dị tật bẩm sinh.
- Viêm tụy
- Có hành vi hoặc suy nghĩ tự sát: thuốc chống động kinh làm tăng nguy cơ suy nghĩ hoặc hành vi tự tử.
- Chảy máu và các rối loạn tạo máu khác: theo dõi số lượng tiểu cầu và xét nghiệm đông máu.
- Bệnh tăng urê huyết.
- Hạ thân nhiệt
- Hội chứng phát ban do thuốc với tăng bạch cầu ái toan và nhiều triệu chứng toàn thân (DRESS).
- Có thể xảy ra tình trạng buồn ngủ ở người cao tuổi.",Bệnh nhân cần thận trọng khi dùng thuốc Depakin (valproic acid) trong các trường hợp nào?,Depakin,2,https://youmed.vn/tin-tuc/thuoc-depakin-valproic-acid/,Dược sĩ Trịnh Anh Thoa,https://youmed.vn/tin-tuc/bac-si/duoc-si-trinh-anh-thoa/
drug_764,Virus nào có độ nhạy mạnh nhất với Acyclovir Stada 200 mg?,"Acyclovir Stada 200 mg có tác dụng mạnh nhất trên virus Herpes simplex type 1, kém hơn ở virus Herpes simplex 2 và virus Varicella zoster.","Thành phần chính của thuốc Acyclovir Stada 200 mg là acyclovir. Đây là một thuốc kháng virus có cấu trúc tương tự nucleosid, có tác dụng chọn lọc trên tế bào nhiễm virus Herpes. Khi vào cơ thể, acyclovir được phosphoryl hóa để trở thành dạng có hoạt tính là acyclovir triphosphat có tác dụng ức chế tổng hợp ADN của virus và sự nhân lên của virus mà không ảnh hưởng gì đến sự chuyển hóa của tế bào bình thường. Acyclovir có tác dụng mạnh nhất trên virus Herpes simplex type 1 và kém hơn ở virus Herpes simplex 2, virus Varicella zoster.",Công dụng của các thành phần,Acyclovir Stada 200 mg,2,https://youmed.vn/tin-tuc/acyclovir-stada-200-mg/,"Thạc sĩ, Dược sĩ Phan Tiểu Long",https://youmed.vn/tin-tuc/bac-si/duoc-si-phan-tieu-long/
drug_9473,"Trước khi sử dụng thuốc Dalacin T, bệnh nhân cần làm gì?",Tham khảo ý kiến ​​bác sĩ hoặc chuyên gia y tế để đảm bảo liều dùng phù hợp.,"Hãy bôi một lượng nhỏ dung dịch clindamycin lên vùng da bị nổi mụn một lớp mỏng, hai lần mỗi ngày. Lưu ý: Đây chỉ là hướng dẫn liều dùng tham khảo. Liều dùng cụ thể phụ thuộc vào tình trạng sức khỏe và sự tiến triển của bệnh. Để đảm bảo liều dùng phù hợp, bạn nên tham khảo ý kiến ​​bác sĩ hoặc chuyên gia y tế.",Cách dùng và liều dùng thuốc - Liều dùng cho từng đối tượng,Dalacin T,2,https://youmed.vn/tin-tuc/dalacin-t/,Dược sĩ Trần Việt Linh,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-viet-linh/
drug_6755,Trong một chai Calcigenol có chứa lượng Vitamin D2 là bao nhiêu?,Trong một chai Calcigenol có chứa 72000UI Vitamin D2.,"Trong một chai chứa:1 - Tricanxi photphat 3,6g.
- Vitamin D2 72000UI.
- Tá dược vừa đủ.",Thành phần,Calcigenol,2,https://youmed.vn/tin-tuc/calcigenol/,Dược sĩ Dương Thị Kim Ngân,https://youmed.vn/tin-tuc/bac-si/duoc-si-duong-thi-kim-ngan/
drug_8842,Tôi có nên rửa tay trước khi sử dụng thuốc Combigan không?,"Có, bạn cần rửa sạch tay trước khi sử dụng thuốc Combigan để tránh nhiễm trùng mắt.","- Đọc kỹ hướng dẫn sử dụng trước khi dùng.
- Không sử dụng thuốc trong khi đeo kính áp tròng. Việc đeo kính áp tròng cần đợi ít nhất 15 phút sau khi dùng thuốc.
- Rửa sạch tay trước khi dùng thuốc.
- Không chạm vào đầu ống nhỏ mắt hoặc đặt trực tiếp lên mắt của bạn.
- Không sử dụng thuốc nhỏ mắt Combigan nếu chất lỏng đã thay đổi màu sắc hoặc có các hạt nhỏ, mịn.",Lưu ý gì khi sử dụng?,Combigan,2,https://youmed.vn/tin-tuc/combigan/,Dược sĩ Trần Việt Linh,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-viet-linh/
drug_2769,An Cung Ngưu Hoàng Hoàn có thể dùng cho các trường hợp đột quỵ hay tai biến mạch máu não nào không?,"Không thể dùng cho tất cả các trường hợp đột quỵ hay tai biến mạch máu não, việc dùng thuốc cần được chỉ định và theo dõi của chuyên gia y tế.","Để nơi khô ráo, thoáng mát, ở nhiệt độ phòng. Tránh xa tầm tay của trẻ. Thuốc An Cung Ngưu Hoàng Hoàn giúp ôn nhiệt bệnh, hạ sốt,.. Tuy nhiên, thuốc không phải là thần dược chữa được mọi trường hợp đột quỵ nên không thể dùng cho tất cả các trường hợp đột quỵ hay tai biến mạch máu não. Vì thế, việc dùng thuốc cần được chỉ định và theo dõi của chuyên gia y tế.",Cách bảo quản,An Cung Ngưu Hoàng Hoàn,2,https://youmed.vn/tin-tuc/an-cung-nguu-hoang-hoan/,Dược sĩ Trần Việt Linh,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-viet-linh/
drug_4260,Người bệnh có thể dùng thuốc Avelox không nếu đang gặp vấn đề với tim?,"Không, nếu bệnh nhân đã từng được chẩn đoán rối loạn nhịp tim, suy tim hoặc nhịp tim chậm thì không được sử dụng thuốc này.","- Dị ứng với hoạt chất moxifloxacin, bất kỳ loại kháng sinh quinolone nào khác hoặc bất kỳ thành phần nào khác của thuốc này.
- Đối tượng phụ nữ đang mang thai hoặc cho con bú không nên sử dụng.
- Bệnh nhân <18 tuổi.
- Đã từng bị bệnh hoặc bị rối loạn gân gót có liên quan đến điều trị kháng sinh quinolone trước đây.
- Nếu bẩm sinh đã có hoặc đã từng có bất kỳ tình trạng bất thường với nhịp tim.
- Mất cân bằng muối trong máu.
- Có bệnh về tim: nhịp tim chậm, suy tim, đã từng xuất hiện tình trạng nhịp tim đập bất thường.
- Bị bệnh gan nặng hoặc men gan (transaminase) cao hơn 5 lần giới hạn bình thường trên.",Chống chỉ định,Avelox,2,https://youmed.vn/tin-tuc/thuoc-moxifloxacin-avelox/,Dược sĩ Nguyễn Ngọc Cẩm Tiên,https://youmed.vn/tin-tuc/bac-si/duoc-si-nguyen-ngoc-cam-tien/
drug_4390,Những đối tượng nào không được sử dụng thuốc trị viêm da axit salicylic có nồng độ trên 10%?,Nồng độ trên 10% của thuốc trị viêm da axit salicylic không được sử dụng cho đối tượng bệnh nhân bị bẹnh tiểu đường hoặc suy tuần hoàn.,"Thuốc trị viêm da axit salicylic chống chỉ định dùng cho:1 - Người bị mẫn cảm hoặc dễ bị mẫn cảm với thuốc hay bất kỳ thành phần nào trong chế phẩm.
- Bôi trên diện da rộng. Dùng trên vùng da bị nứt nẻ, dễ nhạy cảm hoặc bôi trên niêm mạc. Không dùng các chế phẩm có nồng độ trên 10% cho:1 - Vùng da nhiễm khuẩn, bị viêm, kích ứng.
- Mặt, bộ phận sinh dục, mũi, miệng, trên nốt ruồi, vết chàm, mụn cơm có lông mọc.
- Người bệnh bị đái tháo đường hoặc suy tuần hoàn.",Những đối tượng không được sử dụng thuốc trị viêm da axit salicylic,Axit salicylic,2,https://youmed.vn/tin-tuc/thuoc-tri-viem-da-axit-salicylic-co-tot-khong-luu-y-khi-dung/,Dược sĩ Trần Vân Thy,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-van-thy/
drug_1764,Thuốc Alphalysosine được sử dụng để điều trị các trường hợp nào?,Thuốc Alphalysosine được sử dụng để điều trị các trường hợp viêm nhiễm sau phẫu thuật hay sau chấn thương.,"Thuốc Alphalysosine là sản phẩm của Công ty TNHH Sản xuất Thương mại Dược phẩm NIC (NIC Pharma). Thuốc chứa hoạt chất Serratiopeptidase, được sử dụng để điều trị các trường hợp viêm nhiễm sau phẫu thuật hay sau chấn thương.",Alphalysosine là thuốc gì?,Alphalysosine,2,https://youmed.vn/tin-tuc/alphalysosine/,"Thạc sĩ, Dược sĩ Phan Tiểu Long",https://youmed.vn/tin-tuc/bac-si/duoc-si-phan-tieu-long/
drug_2608,Amoxycilin Vidipha được chỉ định dùng khi nào?,"Thuốc Amoxycilin Vidipha được sử dụng khi bị nhiễm trùng đường hô hấp trên, dưới do liên cầu khuẩn, phế cầu khuẩn...","Thuốc Amoxycilin Vidipha được sử dụng trong các trường hợp sau:1 - Nhiễm khuẩn đường hô hấp trên.
- Nhiễm khuẩn đường hô hấp dưới do liên cầu khuẩn, phế cầu khuẩn, tụ cẩu khuẩn không tiết penicilinase và H. influenzae.
- Nhiễm khuẩn đường tiết niệu không có biến chứng.
- Bệnh lậu.
- Nhiễm khuẩn đường mật.
- Nhiễm khuẩn da và cơ do các liên cầu khuẩn, tụ cầu khuẩn, E. Coli nhạy cảm với Amoxicillin.",Tác dụng của thuốc Amoxycilin Vidipha,Amoxycilin Vidipha,2,https://youmed.vn/tin-tuc/amoxycilin-vidipha/,"Thạc sĩ, Dược sĩ Phan Tiểu Long",https://youmed.vn/tin-tuc/bac-si/duoc-si-phan-tieu-long/
