question_idx,question,answer,context,title,keyword,topic,article_url,author,author_url
drug_7005,Captopril là thuốc gì?,"Captopril là một chất ức chế men chuyển dạng angiotensin, được sử dụng để điều trị tăng huyết áp và suy tim.","- Captopril là một chất ức chế men chuyển dạng angiotensin, dùng điều trị tăng huyết áp và suy tim.
- Tác dụng hạ huyết áp của thuốc liên quan đến ức chế hệ renin-angiotensin-aldosteron.
- Trong đó, Angiotensin I là một decapeptid không có hoạt tính. Nhờ sự xúc tác của men chuyển dạng (ACE), angiotensin I chuyển thành angiotensin II có tác dụng co mạch rất mạnh.
- Angiotensin II kích thích vỏ thượng thận tiết aldosteron, có tác dụng giữ natri và nước.",Captopril là thuốc gì? - Tác dụng của thuốc captopril,Captopril,2,https://youmed.vn/tin-tuc/thuoc-captopril/,Dược sĩ Nguyễn Ngọc Cẩm Tiên,https://youmed.vn/tin-tuc/bac-si/duoc-si-nguyen-ngoc-cam-tien/
drug_9501,Thuốc Danapha Trihex 2mg còn được gọi là gì?,Thuốc Danapha Trihex 2mg còn được gọi là thuốc Trihexyphenidyl.,"Danapha Trihex 2mg còn gọi là thuốc Trihexyphenidyl, được sử dụng để điều trị bệnh Parkinson, hỗ trợ điều trị các triệu chứng ngoại tháp do thuốc. Thuốc được bào chế dưới dạng viên nén hộp 5 vỉ x 20 viên nén, do công ty Dược phẩm Danapha sản xuất.",Danapha Trihex 2mg là thuốc gì?,Danapha Trihex,2,https://youmed.vn/tin-tuc/danapha-trihex-2mg/,Dược sĩ Trần Việt Linh,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-viet-linh/
drug_2483,"Ông bà nào dễ có triệu chứng buồn nôn, nôn, đau thượng vị, tiêu chảy khi dùng thuốc Amoxicillin 500 mg Mekophar?",Trẻ em và người cao tuổi.,"Bạn có thể gặp một hoặc nhiều những triệu chứng sau đây khi dùng thuốc: - Ngoại ban thường xuất hiện chậm, sau 7 ngày điều trị.
- Buồn nôn, nôn, đau thượng vị, tiêu chảy ở người lớn, tỷ lệ cao hơn ở trẻ em và người cao tuổi.",Tác dụng phụ của thuốc - Các triệu chứng thường gặp,Amoxicillin 500 mg Mekophar,2,https://youmed.vn/tin-tuc/khang-sinh-amoxicillin-hieu-qua-va-an-toan/,Dược sĩ Nguyễn Đắc Nhân,https://youmed.vn/tin-tuc/bac-si/duoc-si-nguyen-dac-nhan/
drug_4824,Nêu ví dụ về hoạt chất của thuốc Bar?,"Bột Bìm Bìm, Cao đặc Actisô, Cao đặc Rau Đắng Đất.","Hoạt chất - Bột Bìm Bìm: 75 mg
- Cao đặc Actisô: 100 mg
- Cao đặc Rau Đắng Đất: 75 mg Thành phần tá dược - Magnesi carbonat.
- Natri benzoat, magnesi stearat.
- Tinh bột ngô.
- Shellac, đường RE, gôm Ả rập, talc, sắt oxit.
- Sáp carnauba, sáp ong vàng, paratin.",Bar là thuốc gì? - Thành phần trong công thức thuốc,Bar,2,https://youmed.vn/tin-tuc/thuoc-loi-gan-mat-bar/,Dược sĩ Nguyễn Ngọc Cẩm Tiên,https://youmed.vn/tin-tuc/bac-si/duoc-si-nguyen-ngoc-cam-tien/
drug_9565,Khi nào nên theo dõi tình trạng sức khỏe khi sử dụng Debby?,Nên theo dõi tình trạng sức khỏe khi đang bệnh.,"Việc sử dụng thuốc này không ảnh hưởng đến khả năng lái xe và vận hành máy móc. Do đó, có thể dùng Debby trên các đối tượng này. Tuy nhiên, vẫn nên theo dõi tình trạng sức khỏe khi đang bệnh.",Các đối tượng sử dụng đặc biệt - Lái xe và vận hành máy móc1,Debby,2,https://youmed.vn/tin-tuc/debby/,Dược sĩ Dương Thị Kim Ngân,https://youmed.vn/tin-tuc/bac-si/duoc-si-duong-thi-kim-ngan/
drug_184,Tại  sао không được gấp đôi liều Nếu uống thiếu liều A.t Vildagliptin?,Gây  nguy hiểm.,"Nếu người bệnh quên uống thuốc và thời gian quên đã lâu, hãy bỏ qua liều này và uống liều tiếp theo đúng quy định. Tuyệt đối không được bổ sung liều cao gấp đôi vì sẽ gây ra nhiều nguy hiểm.",Trường hợp quên liều A.t Vildagliptin,A.t Vildagliptin,2,https://youmed.vn/tin-tuc/a-t-vildagliptin/,Dược sĩ Trần Việt Linh,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-viet-linh/
drug_8975,Cần xử lý như thế nào khi gần sát với thời gian uống liều tiếp theo của Coperil Plus trong trường hợp quên liều?,Chỉ cần bỏ liều đã quên và uống liều tiếp theo như thông thường nếu gần sát với thời gian uống liều tiếp theo của Coperil Plus.,"Quên liều sau dự định 2 giờ thì có thể uống ngay và dùng liều kế tiếp như thông thường. Nếu gần sát với thời gian uống liều tiếp theo, bỏ liều đã quên và uống liều tiếp theo như thông thường.",Cách xử trí khi quên một liều,Coperil Plus,2,https://youmed.vn/tin-tuc/coperil-plus/,Dược sĩ Trần Việt Linh,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-viet-linh/
drug_599,Các kháng sinh nào không nên dùng chung với thuốc Acnotin?,Các kháng sinh tetracylin.,"- Có thai: do nguy cơ dị tật thai nhi cao.
- Lột da mặt, kể cả 5 – 6 tháng sau khi ngưng điều trị: do nguy cơ gây sẹo lồi.
- Dùng sáp nhổ lông, kể cả 5 – 6 tháng sau khi ngưng thuốc: do nguy cơ viêm da.
- Dùng sáp tẩy lông, đặc biệt trên mặt, kể cả 6 tuần sau điều trị: vì da rất mỏng, dễ bong tróc.
- Phơi nắng và tiếp xúc với tia tử ngoại.
- Không dùng đồng thời với các kháng sinh tetracylin, thuốc với ngừa thai có chứa androgen progesterol, nhất là trong trường hợp có vấn đề về nội tiết.","Lưu ý khi sử dụng thuốc Acnotin 10 và Acnotin 20 - Trong thời gian điều trị với thuốc Acnotin, không được",Acnotin,2,https://youmed.vn/tin-tuc/thuoc-acnotin-isotretinoin-thuoc-tri-mun-trung-ca-nang/,Dược sĩ Trần Vân Thy,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-van-thy/
drug_6299,Người dùng thuốc Brexin cần lưu ý điều gì để giảm thiểu nguy cơ xuất hiện các biến cố bất lợi?,"Để giảm thiểu nguy cơ xuất hiện các biến cố bất lợi, người dùng thuốc Brexin cần sử dụng thuốc ở liều thấp nhất có hiệu quả trong thời gian ngắn nhất có thể.","Để giảm thiểu nguy cơ xuất hiện các biến cố bất lợi, cần sử dụng thuốc Brexin ở liều thấp nhất có hiệu quả trong thời gian ngắn nhất có thể. Nên báo với bác sĩ trước khi điều trị nếu bạn có bất kỳ yếu tố nguy cơ sau: - Các yếu tố nguy cơ biến chứng tiêu hóa: tuổi cao, đang dùng corticosteroid uống, thuốc ức chế tái hấp thu chọn lọc serotonin, thuốc chống kết tập tiểu cầu.
- Các yếu tố nguy cơ biến chứng tim mạch: tăng huyết áp, tăng lipid máu, đái tháo đường, hút thuốc, có bệnh suy tim sung huyết, bệnh tim thiếu máu cục bộ, bệnh động mạch ngoại vi, bệnh mạch máu não Nên được đánh giá hiệu quả và nguy cơ định kỳ. Bạn cần hỏi bác sĩ để biết các dấu hiệu, triệu chứng của các biến cố bất lợi. Phải báo với bác sĩ và ngưng thuốc ngay nếu xuất hiện: - Phản ứng ngoài da như phát ban da tiến triển thường kèm bóng nước, tổn thương niêm mạc.
- Bất kỳ dấu hiệu và triệu chứng bất thường nào trên tiêu hóa. Các lưu ý khác: - Thuốc có thể gây ra cơn co thắt phế quản, sốc và các phản ứng dị ứng khác ở người bệnh hen.
- NSAID làm kéo dài thời gian chảy máu; lưu ý khi xét nghiệm máu và khi đang dùng thuốc ức chế kết tập tiểu cầu.
- Thuốc chứa lactose monohydrat, không dùng cho người có vấn đề di truyền hiếm gặp như không dung nạp galactose, thiếu men lactase bẩm sinh.
- Thuốc Brexin có thể ảnh hưởng đến sự tỉnh táo khi lái xe hoặc các hoạt động cần phản xạ nhanh như vận hành máy móc.",Lưu ý khi dùng Brexin,Brexin,2,https://youmed.vn/tin-tuc/thuoc-brexin-piroxicam-beta-cyclodextrin-va-nhung-luu-y-khi-dung/,Dược sĩ Trần Vân Thy,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-van-thy/
drug_9258,Crinone được sử dụng để điều trị tình trạng gì?,Crinone được sử dụng để bổ sung thêm progesterone trong trường hợp điều trị vô sinh do mức độ không chính xác của progesterone trong chu kỳ kinh nguyệt hoặc khi đang dùng một biện pháp hỗ trợ sinh sản.,"- Crinone được sử dụng để bổ sung thêm progesterone trong trường hợp điều trị vô sinh do mức độ không chính xác của progesterone trong chu kỳ kinh nguyệt hoặc khi đang dùng một biện pháp hỗ trợ sinh sản.
- Ngoài ra, Crinone còn được dùng để hỗ trợ việc mang thai. Do đó, bệnh nhân cũng có thể được yêu cầu tiếp tục sử dụng Crinone để hỗ trợ mang thai mới.",Công dụng của thuốc Crinone (progesterone) là gì?,Crinone,2,https://youmed.vn/tin-tuc/crinone-progesterone-trong-dieu-tri-vo-sinh/,ThS.BS Trần Minh Quang,https://youmed.vn/tin-tuc/bac-si/thac-si-bac-si-tran-minh-quang/
drug_3643,Nêu một số dạng nhiễm khuẩn được điều trị khi dùng thuốc Aticef?,"Các nhiễm khuẩn đường hô hấp, tiết niệt, da hay mô mềm.","Bảo quản ở khu vực cao ráo, khô thoáng, nhiệt độ không vượt quá 30°C và tránh ánh nắng từ mặt trời. Aticef là thuốc kháng sinh thuộc nhóm cephalosporin thế hệ 1 được bào chế dưới dạng viên nang cứng. Thuốc được dùng điều trị các bệnh nhiễm khuẩn tại đường hô hấp, tiết niết, da và mô mềm,…Khi dùng thuốc, bệnh nhân xuất hiện thêm dấu hiệu nôn, buồn nôn, tiêu chảy,…cần tái khám để được xử trí nhanh chóng. Hy vọng bài viết trên đã cung cấp những thông tin hữu ích về thuốc Aticef cho bạn đọc.",Cách bảo quản,Aticef,2,https://youmed.vn/tin-tuc/aticef/,Dược sĩ Trần Việt Linh,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-viet-linh/
drug_3436,Thuốc Aspirin STELLA được dùng để điều trị những bệnh lý nào?,"Aspirin STELLA được sử dụng để điều trị một số bệnh lý tim mạch như đau thắt ngực, nhồi máu cơ tim và dự phòng biến chứng tim mạch ở các bệnh nhân có nguy cơ tim mạch cao.","Nhờ chứa hoạt chất có tác dụng chống kết tập tiểu cầu. Aspirin STELLA được sử dụng điều trị một số bệnh lý tim mạch như đau thắt ngực, nhồi máu cơ tim và dự phòng biến chứng tim mạch ở các bệnh nhân có nguy cơ tim mạch cao. Đối với những bệnh nhân có tiền sử về các bệnh lý như nhồi máu cơ tim và đột quỵ. Sử dụng thuốc với mục đích dự phòng thứ phát hai bệnh lý trên.1 2",Tác dụng của thuốc Aspirin STELLA,Aspirin STELLA,2,https://youmed.vn/tin-tuc/aspirin-stella/,Dược sĩ Lương Triệu Vĩ,https://youmed.vn/tin-tuc/bac-si/duoc-si-luong-trieu-vi/
drug_164,"Trong số những tác dụng phụ của A.t Vildagliptin khi phối hợp với sulfonylurea, tác dụng phụ nào thường gặp nhất?","Thường gặp nhất là hạ glucose huyết, run, nhức đầu, chóng mặt, suy nhược.","- Thường gặp: hạ glucose huyết, run, nhức đầu, chóng mặt, suy nhược.
- Ít gặp: táo bón.
- Rất hiếm gặp: viêm mũi – họng.",Tác dụng phụ của A.t Vildagliptin - Phối hợp với sulfonylurea,A.t Vildagliptin,2,https://youmed.vn/tin-tuc/a-t-vildagliptin/,Dược sĩ Trần Việt Linh,https://youmed.vn/tin-tuc/bac-si/duoc-si-tran-viet-linh/
drug_8351,Khi sử dụng thuốc Ciprofloxacin 500mg dạng hỗn dịch người bệnh phải lưu ý gì?,"Ciprofloxacin dạng hỗn dịch trước khi dùng phải lắc thật kỹ chai trong 15 giây để trộn đều thuốc. Sử dụng dụng cụ chia liều nếu có và uống đúng liều, không nhai các hạt trong hỗn dịch. Đậy nắp hoàn toàn sau mỗi lần sử dụng để tránh nhiễm khuẩn. Tránh truyền nhầm hỗn dịch qua ống truyền thức ăn cho bệnh nhân.","- Ciprofloxacin là thuốc kê đơn nên phải sử dụng theo chỉ định của bác sĩ, không được tự ý tăng hay giảm liều. Bạn nên đọc kỹ hướng dẫn sử dụng thuốc và hỏi bác sĩ ngay khi có thắc mắc.
- Nên sử dụng thuốc vào cùng một thời điểm mỗi ngày để tránh quên liều hoặc quá liều. Thuốc uống có thể sử dụng cùng hoặc không cùng thức ăn. Thời gian điều trị có thể dài ngắn khác nhau tùy thuộc vào loại nhiễm trùng mà bạn mắc phải.
- Viên nén và hỗn dịch thường được chia ra uống hai lần một ngày. Riêng khi sử dụng thuốc để trị bệnh lậu thì dạng viên nén và hỗn dịch có thể được dùng như một liều duy nhất.
- Với viên phóng thích kéo dài phải nuốt nguyên viên, không chia nhỏ, nhai hoặc nghiền nát. Viên nén phóng thích kéo dài thường được dùng một lần một ngày.
- Ciprofloxacin dạng hỗn dịch trước khi dùng phải lắc thật kỹ chai trong 15 giây để trộn đều thuốc. Sử dụng dụng cụ chia liều nếu có và uống đúng liều, không nhai các hạt trong hỗn dịch. Đậy nắp hoàn toàn sau mỗi lần sử dụng để tránh nhiễm khuẩn. Tránh truyền nhầm hỗn dịch qua ống truyền thức ăn cho bệnh nhân.
- Nếu triệu chứng nhiễm khuẩn không cải thiện hoặc tệ hơn, hoặc xuất hiện các tác dụng phụ của thuốc cần gọi bác sĩ để được tư vấn càng sớm càng tốt.",Cách sử dụng Ciprofloxacin 500 mg,Ciprofloxacin,2,https://youmed.vn/tin-tuc/thuoc-ciprofloxacin-500mg-gia-cong-dung-va-cach-dung/,ThS.DS Trương Văn Đạt,https://youmed.vn/tin-tuc/bac-si/thac-si-duoc-hoc-truong-van-dat/
drug_343,Khi bảo quản thuốc Acemol 325 mg cần chú ý đến yếu tố nào?,Khi bảo quản thuốc Acemol 325 mg cần chú ý đến yếu tố nhiệt độ và độ ẩm.,"- Bảo quản thuốc ở nơi khô thoáng, nhiệt độ dưới 30°C.
- Giữ thuốc trong hộp đựng, đậy kín và để xa tầm tay trẻ em. Bên trên là những thông tin sử dụng thuốc Acemol 325 mg. Hãy tìm hiểu kỹ thông tin trước khi dùng thuốc và gọi ngay cho bác sĩ nếu xuất hiện bất kỳ một triệu chứng nào bất thường để có thể được xử trí và hỗ trợ kịp thời nhé!",Cách bảo quản,Acemol 325 mg,2,https://youmed.vn/tin-tuc/acemol-325-mg/,"Thạc sĩ, Dược sĩ Phan Tiểu Long",https://youmed.vn/tin-tuc/bac-si/duoc-si-phan-tieu-long/
drug_9460,Những loại thuốc nào cần lưu ý khi dùng chung với Daktarin (miconazol)?,"Cần lưu ý khi sử dụng chung Daktarin với các loại thuốc sau: Phenytoin, Ergotamin, Triazolam và midazolam đường uống.","Cần lưu ý khi sử dụng chung Daktarin với các thuốc sau: - Phenytoin
- Ergotamin
- Triazolam và midazolam đường uống
- Chất ức chế men HIV protease như saquinavir
- Thuốc chống đông máu đường uống như warfarin
- Thuốc hạ đường huyết đường uống như sulfonylurea
- Thuốc/kháng ung thư như vinca alkaloid, busulfan và docetaxel
- Các thuốc ức chế miễn dịch: cyclosporin, tacrolimus, sirolimus
- Chất ức phế men HMG-CoA reductase như simvastatin, atorvastatin, lovastatin…
- Những chất được biết gây kéo dài khoảng QT. Ví dụ như: astemizol, cisaprid, dofetilid, mizolastin, pimozid, quinidin và terfenadin
- Các thuốc khác: carbamazepin, cilostazol, disopyramid, buspiron, alfentanll, sildenafil, alprazolam, brotizolam, midazolam IV, rifabutin, methylprednisolon, trimetrexat, ebastin và reboxetin",Tương tác thuốc khi dùng Daktarin (miconazol),Daktarin,2,https://youmed.vn/tin-tuc/thuoc-daktarin-miconazol/,Dược sĩ Nguyễn Thị Cẩm Vân,https://youmed.vn/tin-tuc/bac-si/duoc-si-nguyen-thi-cam-van/
drug_2093,Thuốc Ambroxol có thể làm tăng men trong gan không?,Bên cạnh tình trạng nổi mẩn da thì thuốc Ambroxol cũng có thể gây tình trạng tăng các men transaminase trong gan.,"Thuốc gây rối loạn tiêu hóa, tình trạng ợ nóng, khó tiêu, đôi khi gây cảm giác buồn nôn, nôn. Tình trạng phát ban có thể xảy ra nhưng ít khi gặp. Lưu ý các phản ứng hiếm gặp dưới đây: - Tình trạng nổi mẩn da.
- Miệng khô.
- Tăng các men transaminase.",Tác dụng phụ của thuốc Ambroxol,Ambroxol,2,https://youmed.vn/tin-tuc/ambroxol/,Dược sĩ Nguyễn Ngọc Cẩm Tiên,https://youmed.vn/tin-tuc/bac-si/duoc-si-nguyen-ngoc-cam-tien/
drug_7854,Có báo cáo nào về các tác dụng phụ khi sử dụng thuốc Cerecaps không?,"Hiện tại, chưa có báo cáo ghi nhận về các tác dụng phụ khi sử dụng thuốc Cerecaps.","Thuốc Cerecaps chưa có báo cáo ghi nhận về các tác dụng không mong muốn khi sử dụng thuốc. Tuy nhiên, hãy thông báo cho bác sĩ và nhân viên y tế khi gặp bất kỳ dấu hiệu nào bất thường.",Tác dụng phụ của Cerecaps,Cerecaps,2,https://youmed.vn/tin-tuc/cerecaps/,Dược sĩ Dương Thị Kim Ngân,https://youmed.vn/tin-tuc/bac-si/duoc-si-duong-thi-kim-ngan/
drug_4104,"Khi sử dụng thuốc Augmentin, cần ngưng dùng thuốc và báo ngay cho bác sĩ nếu có dấu hiệu gì?","Khi sử dụng thuốc Augmentin, cần ngưng dùng thuốc và báo ngay cho bác sĩ nếu có dấu hiệu dị ứng với thuốc Augmentin, tăng bạch cầu đơn nhân nhiễm khuẩn, tiêu chảy nhiều hoặc kéo dài hoặc đau bụng co thắt, có các triệu chứng và dấu hiệu quá liều.","Có dấu hiệu dị ứng với thuốc Augmentin. Tăng bạch cầu đơn nhân nhiễm khuẩn (biết được thông qua xét nghiệm máu). Nếu trong hoặc sau khi dùng kháng sinh, bạn bị tiêu chảy nhiều hoặc kéo dài hoặc bị đau bụng co thắt (có thể đã bị viêm đại tràng giả mạc). Có các triệu chứng và dấu hiệu quá liều: - Các triệu chứng trên đường tiêu hóa và rối loạn cân bằng nước điện giải.
- Đã quan sát thấy tinh thể amoxicillin niệu. Để phòng tránh, bạn nên uống nhiều nước mỗi ngày để duy trì đủ lượng nước đưa vào và lượng nước tiểu đào thải trong thời gian dùng thuốc.",Cần lưu ý gì khi sử dụng thuốc Augmentin? - Cần ngưng dùng thuốc và báo ngay cho bác sĩ nếu,Augmentin,2,https://youmed.vn/tin-tuc/thuoc-augmentin-amoxicillin-acid-clavulanic/,Dược sĩ Nguyễn Đắc Nhân,https://youmed.vn/tin-tuc/bac-si/duoc-si-nguyen-dac-nhan/
