question_idx,question,answer,context,title,keyword,topic,article_url,author,author_url
disease_10997,Thủ thuật nội soi phổ biến nhất hiện nay là gì?,Thủ thuật nội soi phổ biến nhất hiện nay là cắt bỏ tuyến tiền liệt thông qua nội soi niệu đạo.,"Nếu điều trị bằng thuốc không hiệu quả, bác sĩ sẽ chỉ định thủ thuật nội soi cho bệnh nhân. Phổ biến nhất hiện nay là thủ thuật cắt bỏ tuyến tiền liệt thông qua nội soi niệu đạo. Bác sĩ sẽ sử dụng dụng cụ nội soi rất nhỏ đưa vào tuyến tiền liệt qua đường niệu đạo để tiến hành phẫu thuật cắt bỏ u xơ. Phương pháp này được đánh giá là không gây đau đớn và thời gian thực hiện nhanh. Tuy nhiên, cách này có thể sẽ không loại bỏ được hết các u xơ.",Điều trị u xơ tuyến tiền liệt như thế nào? - Thủ thuật nội soi,U xơ tuyến tiền liệt,1,https://youmed.vn/tin-tuc/u-xo-tien-liet-tuyen/,Bác sĩ Phan Văn Giáo,https://youmed.vn/tin-tuc/bac-si/bac-si-phan-van-giao/
drug_6755,Trong một chai Calcigenol có chứa lượng Vitamin D2 là bao nhiêu?,Trong một chai Calcigenol có chứa 72000UI Vitamin D2.,"Trong một chai chứa:1 - Tricanxi photphat 3,6g.
- Vitamin D2 72000UI.
- Tá dược vừa đủ.",Thành phần,Calcigenol,2,https://youmed.vn/tin-tuc/calcigenol/,Dược sĩ Dương Thị Kim Ngân,https://youmed.vn/tin-tuc/bac-si/duoc-si-duong-thi-kim-ngan/
disease_669,Bệnh liệt dương có thể dẫn đến điều gì?,Bệnh liệt dương có thể dẫn đến một cuộc sống tình dục không thỏa mãn.,"Những biến chứng thường gặp do bệnh liệt dương có thể bao gồm: - Một cuộc sống tình dục không thỏa mãn.
- Căng thẳng hoặc lo lắng..
- Trầm cảm.
- Xấu hổ hoặc tự ti.
- Trở ngại trong mối quan hệ.
- Không có khả năng làm cho bạn đời của bạn mang thai.",Những biến chứng của tình trạng liệt dương,Bệnh liệt dương,1,https://youmed.vn/tin-tuc/benh-liet-duong-la-benh-gi-lieu-co-the-chua-khoi-duoc-khong/,Bác sĩ Nguyễn Lâm Giang,https://youmed.vn/tin-tuc/bac-si/bac-si-nguyen-lam-giang/
medicine_11931,Nơi nào có cây Trạch tả mọc hoang?,"Cây Trạch tả mọc hoang tại những nơi ẩm ướt ở nước ta rất nhiều như Lào Cai, Lai Châu, Cao Bằng, Lạng Sơn.","Cây này mọc hoang tại những nơi ẩm ướt ở nước ta rất nhiều như Lào Cai, Lai Châu, Cao Bằng, Lạng Sơn. Hiện được trồng ở nhiều tỉnh như Hà nam, Thái Bình, Hà Nội, Hoà Bình,… Ngoài ra cũng được trồng như một loại cây kiểng trong bể cá hay sân vườn ở các hộ gia đình ở khắp nơi trên cả nước.",Giới thiệu về Trạch tả - Đặc điểm sinh trưởng và thu hái,Trạch tả,3,https://youmed.vn/tin-tuc/trach-ta-vi-thuoc-y-hoc-dan-toc-thai-doc-cho-than/,Bác sĩ Nguyễn Đức Huệ Tiên,https://youmed.vn/tin-tuc/bac-si/bac-si-nguyen-duc-hue-tien/
disease_3134,Hội chứng Colic có gây vấn đề sức khỏe gì cho trẻ không?,"Không, hội chứng Colic không gây vấn đề sức khỏe gì cho trẻ.","Hội chứng Colic không gây vấn đề sức khỏe gì cho trẻ. Thực chất, hội chứng Colic lại gây căng thẳng nhiều cho bố mẹ. Nghiên cứu cho thấy có sự liên quan giữa hội chứng Colic và các vấn đề sau ở bố mẹ: - Tăng nguy cơ trầm cảm sau sinh ở mẹ.
- Ngưng cho bú mẹ sớm.
- Cảm giác tội lỗi, kiệt sức, không làm gì được cho bé hoặc giận dữ.",Biến chứng,Hội chứng Colic ở bé sơ sinh,1,https://youmed.vn/tin-tuc/hoi-chung-colic-o-be-so-sinh-dau-hieu-va-nguyen-nhan/,Bác sĩ Đặng Hoàng Thiên,https://youmed.vn/tin-tuc/bac-si/bac-si-dang-hoang-thien/
disease_15008,Làm thế nào để ngăn ngừa các bệnh về tim?,"Để ngăn ngừa các bệnh về tim, bạn nên xây dựng một lối sống lành mạnh bao gồm ngưng hút thuốc, thiết lập chế độ dinh dưỡng khỏe mạnh, tập yoga, thiền và tập hít thở sâu, tập thể dục thường xuyên.","Xây dựng một lối sống lành mạnh chính là việc đầu tiên cần làm để bảo vệ trái tim và ngăn ngừa các bệnh về tim: - Ngưng hút thuốc.
- Thiết lập một chế độ dinh dưỡng khỏe mạnh để giảm huyết áp và giảm cholesterol. Ăn nhiều rau quả, trái cây, ngũ cốc, cá, thịt thăn. Hạn chế chất béo, muối và đường.
- Tập yoga, thiền và tập hít thở sâu để thư giãn.
- Tập thể dục thường xuyên.
- Nếu bạn đang thừa cân, hãy hỏi ý kiến bác sĩ để có chế độ giảm cân phù hợp. Đau thắt ngực làm tăng nguy cơ mắc các bệnh về tim, dễ tiến triển thành cơn đau tim. Bệnh có thể chữa trị được nếu theo dõi thường xuyên và chọn lựa phương pháp điều trị đúng đắn. Một lối sống lành mạnh sẽ giúp bảo vệ trái tim của bạn và phòng ngừa các bệnh về tim.",Lối sống lành mạnh – hạn chế diễn tiến đau thắt ngực,Đau thắt ngực,1,https://youmed.vn/tin-tuc/dau-that-nguc-nguy-co-benh-tim-tiem-an/,Bác sĩ Lữ Thị Hồng Vân,https://youmed.vn/tin-tuc/bac-si/bac-si-lu-thi-hong-van/
medicine_12812,Xuyên khung được dùng để điều trị những bệnh nào?,"Xuyên khung được dùng để điều trị nhức đầu, hoa mắt, phong thấp, đau mỏi cơ thể, kinh nguyệt không đều, cảm mạo,…","Tính vị: Vị đắng, cay, mùi thơm, tính ấm, quy kinh Can, Đởm, Tâm bào. Công dụng: Hành khí, hoạt huyết, bổ huyết, điều kinh, giảm đau, trừ phong… Chủ trị: Nhức đầu, hoa mắt, phong thấp, đau mỏi cơ thể, kinh nguyệt không đều, cảm mạo,…2 Xem thêm: Hương nhu trắng: Cây thuốc rất hứa hẹn xung quanh ta",Lợi ích của Xuyên khung đối với sức khỏe - Theo Y học cổ truyền,Xuyên khung,3,https://youmed.vn/tin-tuc/xuyen-khung/,Bác sĩ Phạm Lê Phương Mai,https://youmed.vn/tin-tuc/bac-si/bac-si-pham-le-phuong-mai/
medicine_2560,Những thành phần chính có trong cây ráy là gì?,"Trong cây Ráy có chứa các thành phần sau: nước, calo, protein, chất béo lipid, carbohydrate, chất xơ cùng với một số các loại khoáng chất khác bao gồm canxi, sắt, magie, kali, natri, kẽm và hàm lượng các vitamin B1, B2, vitamin C và vitamin E.","Trong cây Ráy có chứa các thành phần sau: nước, calo, protein, chất béo lipid, carbohydrate, chất xơ cùng với một số các loại khoáng chất khác bao gồm canxi, sắt, magie, kali, natri, kẽm và hàm lượng các vitamin B1, B2, vitamin C và vitamin E. Thân Ráy chứa chất alocasin. Ngoài ra, theo tài liệu Trung Quốc còn có trygochin, isotrygochin, các men beta glucosidase, vitamin A, D2, campestrol, redtinol… Cây Ráy dễ gây kích ứng là do có oxalate canxi. Ngoài ra, trong nhiều nghiên cứu khác còn chỉ ra một số thành phần khác như: men polyphenol oxidase, nhiều loại lectin, sterol… khác nhau.",Thành phần hóa học và tác dụng - Thành phần hóa học,Cây ráy,3,https://youmed.vn/tin-tuc/cay-ray-thuc-hu-loai-cay-dan-da-co-tac-dung-tri-benh/,Bác sĩ Phạm Lê Phương Mai,https://youmed.vn/tin-tuc/bac-si/bac-si-pham-le-phuong-mai/
medicine_1523,Thân cây Chè dây đặc điểm nổi bật như thế nào?,"Thân cây Chè dây đặc điểm nổi bật là thân và cành cứng, hình trụ, có lông nhỏ.","Chè dây là loại cây leo. Thân và cành cứng, hình trụ, có lông nhỏ. Tua cuốn chẻ đôi, mọc đối diện với lá. Lá kép lông chim, mọc so le, có 7 – 13 lá chét có cuống, hình trái xoan, dài 2.5 – 7.5 cm, gốc tròn, nhọn, mép có ít răng cưa, nhẵn mặt; trên lá khi khô có những vệt trắng loang lổ như bị nấm mốc, mặt dưới rất nhạt. Cụm hoa mọc đối diện với lá, phân nhiều nhánh, rộng 3 – 6cm, hoa nhiều màu trắng; hình chén có lông mịn. Quả mọng khi chín có màu đen. Cây dễ nhầm lẫn: Dây chè (Cây rúc rác, Cúc bạc đầu nhỏ – Vernonia andersonii C.B. Clarke ) thuộc họ Cúc. Thân và rễ dây chè có chất độc.",Đặc điểm của Chè dây,Chè dây,3,https://youmed.vn/tin-tuc/che-day-duoc-lieu-quy-tri-viem-loet-da-day/,Bác sĩ Phạm Thị Linh,https://youmed.vn/tin-tuc/bac-si/bac-si-pham-thi-linh/
drug_515,Nếu đang sử dụng thuốc Thuốc - Acid nalidixic mà muốn mang thai thì phải làm thế nào?,Phụ nữ đang sử dụng Thuốc - Acid nalidixic nếu muốn mang thai thì phải ngưng sử dụng thuốc và tham khảo ý kiến của bác sĩ.,"Cần phải tham khảo ý kiến của bác sĩ, cân nhắc một cách cẩn thận giữa lợi ích và nguy cơ trước khi quyết định sử dụng thuốc trên các đối tượng đặc biệt này. Tham khảo thêm bài viết: Sử dụng thuốc khi mang thai có an toàn không?",Các đối tượng sử dụng đặc biệt - Phụ nữ có thai và phụ nữ cho con bú,Acid nalidixic,2,https://youmed.vn/tin-tuc/thuoc-acid-nalidixic/,Dược sĩ Nguyễn Ngọc Cẩm Tiên,https://youmed.vn/tin-tuc/bac-si/duoc-si-nguyen-ngoc-cam-tien/
medicine_7425,Mướp hương có công dụng gì?,"Mướp hương có tác dụng thanh nhiệt, giải độc, nhuận tràng, lợi tiểu, chữa ho, hen suyễn.","Hầu hết tất các các bộ phận của cây Mướp hương đều có thể dùng làm thuốc: Dây mướp (Ty qua đằng), Lá mướp (Ty qua diệp), Quả tươi (Sinh ty qua), Xơ mướp (Ty qua lạc). Cả rễ và hạt cũng dùng được.",Mướp hương là gì? - Bộ phận dùng,Mướp hương,3,https://youmed.vn/tin-tuc/muop-huong-vi-thuoc-tu-mon-rau-thom-lanh/,Bác sĩ Bùi Khánh Hà,https://youmed.vn/tin-tuc/bac-si/bac-si-bui-khanh-ha/
disease_3325,Kết quả xét nghiệm sẽ được trả về sau bao lâu?,"Kết quả xét nghiệm thường sẽ được trả về sau khoảng 3 ngày làm việc. Tuy nhiên, với các hội chứng hiếm gặp hơn có thể sẽ mất hơn 3 tuần để có thể nhận được kết quả.","Đây là một xét nghiệm được thực hiện trong tuần 15 – 20 của thai kì hoặc trễ hơn nếu cần thiết. Xét nghiệm có thể được làm sớm hơn. Nhưng thường được hạn chế do có thể sẽ làm tăng nguy cơ xảy ra các biến chứng. Trong khi làm xét nghiệm, một cây kim dài và mỏng sẽ được đưa vào trong màng bụng dựa vào hình ảnh nội soi. Cây kim này sẽ đi qua màng ối bao xung quanh bào thai và lấy một mẫu nhỏ của nước ối để phân tích. Xét nghiệm này thường tốn khoảng 10 phút và thường chỉ tạo cảm giác hơi khó chịu chứ không gây đau cho người mẹ. Kết quả xét nghiệm sẽ được trả về sau khoảng 3 ngày làm việc. Tuy nhiên, với các hội chứng hiếm gặp hơn có thể sẽ mất hơn 3 tuần để có thể nhận được kết quả.4",Chẩn đoán hội chứng Patau - Chọc dò màng ối qua bụng (aminocentesis),Hội chứng Patau,1,https://youmed.vn/tin-tuc/hoi-chung-patau/,ThS.BS Lê Chí Hiếu,https://youmed.vn/tin-tuc/bac-si/thac-si-bac-si-le-chi-hieu/
medicine_9154,Dược liệu rau dền cơm cần được bảo quản như thế nào?,"Nên cất giữ thuốc nơi sạch sẽ, khô ráo, thoáng mát. Tránh chỗ ẩm ướt làm úng, hư hại rau.","Dược liệu tươi không thể để quá lâu. Nên cất giữ thuốc nơi sạch sẽ, khô ráo, thoáng mát. Tránh chỗ ẩm ướt làm úng, hư hại rau. Dền cơm là một vị thuốc – một món ăn quen thuộc. Bản thân nó có khá nhiều công dụng chữa bệnh. Tuy nhiên bản thân người bệnh, nếu muốn sử dụng Dền cơm như một vị thuốc để sử dụng lâu dài, cần có sự tham khảo ý kiến từ thầy thuốc. Rất mong nhận được những phản hồi cũng như sự đồng hành của các bạn ở những bài viết kế tiếp. YouMed luôn sẵn sàng hỗ trợ bạn!",Lưu ý,Rau dền cơm,3,https://youmed.vn/tin-tuc/den-com-vi-thuoc-tu-mot-mon-rau-thuoc-ho-den/,Bác sĩ Bùi Khánh Hà,https://youmed.vn/tin-tuc/bac-si/bac-si-bui-khanh-ha/
disease_5024,Hội chứng Brugada là gì?,"Hội chứng Brugada là một loại bất thường nhịp tim nguyên phát, có thể gây ngừng tim đột ngột.","Ngưng tim đột ngột có thể xảy ra ở người chưa từng được chẩn đoán bệnh tim trước đó. Tuy nhiên, rối loạn nhịp tim thường xuất hiện ở những người mắc bệnh tim trước đó và có thể chưa được chẩn đoán. Các bệnh tim bao gồm: - Bệnh mạch vành: Đa phần các trường hợp ngưng tim đột ngột xảy ra ở những bệnh nhân mắc bệnh mạch vành. Người mắc bệnh này có động mạch bị tắc nghẽn do cholesterol và các chất lắng đọng khác. Theo thời gian, diễn tiến của bệnh sẽ làm giảm lưu lượng máu đến tim của bạn.
- Cơn đau tim: Nếu một cơn đau tim xảy ra, thường do hậu quả của bệnh mạch vành và có thể gây rung thất và ngưng tim đột ngột. Đồng thời, đau tim có thể để lại mô sẹo cho tim của bạn. Những dòng điện xoay vòng quanh mô sẹo có thể dẫn tới bất thường cho nhịp tim.
- Bệnh van tim: Bị hở hoặc hẹp van tim có thể dẫn đến căng hoặc dày cơ tim. Khi các buồng tim phì đại hoặc yếu đi vì áp lực gây ra bởi bệnh van tim, nguy cơ mắc rối loạn nhịp sẽ tăng lên
- Bệnh tim bẩm sinh: Khi ngưng tim đột ngột xảy ra ở trẻ em hoặc thanh thiếu niên, nó có thể do khiếm khuyết của tim từ lúc mới sinh ra.
- Rối loạn điện bên trong tim: Ở một số người, vấn đề rối loạn nhịp phát sinh từ chính bản thân nó thay vì do vấn đề từ cơ tim hoặc van tim. Chúng được gọi là bất thường nhịp tim nguyên phát. Một số bệnh được nhắc đến như là hội chứng Brugada hoặc hội chứng QT dài.",Nguyên nhân nào gây nên ngưng tim đột ngột? - Những bệnh tim có thể dẫn tới ngưng tim đột ngột,Ngưng tim đột ngột,1,https://youmed.vn/tin-tuc/ngung-tim-dot-ngot-dau-hieu-nguyen-nhan-chan-doan-dieu-tri/,ThS.BS Vũ Thành Đô,https://youmed.vn/tin-tuc/bac-si/bac-si-vu-thanh-do/
